2021-01-20 11:25:05 *** Log File opened
2021-01-20 11:25:39 *** Log File opened
2021-01-20 11:25:55 (2) Request: /; RC=200
2021-01-20 11:26:04 (35) Request: /v1/packages/dependencies/elsewhere-Boo-3.1.2; RC=200
2021-01-20 11:26:04 (36) Request: /v1/packages/dependencies/elsewhere-strange-1.0.0; RC=200
2021-01-20 11:26:05 (37) Request: /v1/packages/best_version/aplteam-APLProcess-0; RC=200
2021-01-20 11:26:05 (38) Request: /v1/packages/best_version/aplteam-APLProcess-0.2; RC=200
2021-01-20 11:26:05 (39) Request: /v1/packages/best_version/aplteam-APLProcess-0.2.11; RC=200
2021-01-20 11:26:06 (40) Request: /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1; RC=200
2021-01-20 11:26:06 (41) Request: v1/packages/details/aplteam-OS-2.0.0; RC=200
2021-01-20 11:26:06 (42) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:06 (43) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:06 (44) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:26:07 (45) Request: /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1; RC=200
2021-01-20 11:26:07 (46) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:07 (47) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:08 (48) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:26:09 (49) Request: /v1/packages/best_version/aplteam-APLProcess-0; RC=200
2021-01-20 11:26:09 (50) Request: /v1/packages/dependencies/aplteam-APLProcess-0.3.0; RC=200
2021-01-20 11:26:09 (51) Request: /aplteam-APLProcess-0.3.0; RC=200
2021-01-20 11:26:10 (52) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:26:10 (53) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:10 (54) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:26:10 (55) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:26:11 (56) Request: /; RC=200
2021-01-20 11:26:11 (57) Request: /v1/packages; RC=200
2021-01-20 11:26:11 (58) Request: /v1/groups; RC=200
2021-01-20 11:26:11 (59) Request: /v1/packages/versions/aplteam-APLTreeUtils; RC=200
2021-01-20 11:26:11 (60) Request: /v1/packages/details/aplteam-APLTreeUtils; RC=200
2021-01-20 11:26:12 (61) Request: /v1/packages/details/aplteam-APLTreeUtils-6; RC=200
2021-01-20 11:26:12 (62) Request: /Assets/img/tatin.png; RC=200
2021-01-20 11:26:12 (63) Request: /Assets/CSS/MarkAPL_screen.css; RC=200
2021-01-20 11:26:12 (65) Request: /v1/packages/details/aplteam-APLProcess; RC=200
2021-01-20 11:26:12 (66) Request: /v1/packages/details/aplteam-APLProcess-0; RC=200
2021-01-20 11:26:13 (67) Request: /v1/packages/details/aplteam-APLProcess-0.2; RC=200
2021-01-20 11:26:13 (68) Request: /v1/packages/details/aplteam-APLProcess-0.2.9; RC=200
2021-01-20 11:26:13 (69) Request: /v1/packages/details/aplteam-APLProcess-11.12.13; RC=404
2021-01-20 11:26:13 (70) Request: /v1/tags; RC=200
2021-01-20 11:26:13 (71) Request: /v1/packages/major_versions/aplteam-APLProcess; RC=200
2021-01-20 11:26:13 (72) Request: /v1/get-server-path; RC=200
2021-01-20 11:26:13 (73) Request: /Example-Package_A-0.1.0; RC=401
2021-01-20 11:26:14 (74) Request: /v1/recompile-index; RC=200
2021-01-20 11:30:29 *** Log File opened
2021-01-20 11:30:37 (2) Request: /v1/shutdown; RC=200
2021-01-20 11:31:36 (0) *** Log file closed
2021-01-20 11:33:07 *** Log File opened
2021-01-20 11:33:42 *** Log File opened
2021-01-20 11:34:06 (2) Request: /; RC=200
2021-01-20 11:34:06 (3) Request: /aplteam-DoesNotExist-1.9.2; RC=404
2021-01-20 11:34:06 (4) Request: /aplteam-FilesAndDirs-3.2.2; RC=200
2021-01-20 11:34:06 (5) Request: /does_not_exist; RC=404
2021-01-20 11:34:06 (6) Request: /index.html; RC=200
2021-01-20 11:34:06 (7) Request: /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2; RC=200
2021-01-20 11:34:07 (8) Request: /aplteam-FilesAndDirs-3.2.2; RC=200
2021-01-20 11:34:07 (9) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:34:07 (10) Request: /aplteam-IniFiles-4.0.0; RC=200
2021-01-20 11:34:07 (11) Request: /aplteam-OS-2.0.0; RC=200
2021-01-20 11:34:07 (12) Request: /aplteam-Tester2-2.2.2; RC=200
2021-01-20 11:34:08 (13) Request: /aplteam-WinSys-4.0.0; RC=200
2021-01-20 11:34:08 (14) Request: /v1/packages/*?aggregate=1; RC=200
2021-01-20 11:34:08 (15) Request: /v1/packages/versions/aplteam-APLProcess-0.2; RC=200
2021-01-20 11:34:08 (16) Request: /v1/packages/versions/aplteam-APLProcess-1.0; RC=200
2021-01-20 11:34:08 (17) Request: /v1/tags/; RC=200
2021-01-20 11:34:09 (18) Request: /v1/packages/*?aggregate=1; RC=200
2021-01-20 11:34:09 (19) Request: /v1/packages/*?tags=winndow&aggregate=1; RC=200
2021-01-20 11:34:09 (20) Request: /v1/packages/*?group=aplteam&tags=winndow&aggregate=1; RC=200
2021-01-20 11:34:09 (21) Request: /v1/get-server-path; RC=200
2021-01-20 11:34:10 (22) Request: /Example-Package_A-0.1.0; RC=200
2021-01-20 11:34:10 (23) Request: /v1/recompile-index; RC=200
2021-01-20 11:34:10 (24) Request: /v1/get-server-path; RC=200
2021-01-20 11:34:11 (25) Request: /Example-Package_A-0.1.0; RC=200
2021-01-20 11:34:11 (26) Request: /v1/recompile-index; RC=200
2021-01-20 11:34:11 (27) Request: /v1/get-server-path; RC=200
2021-01-20 11:34:12 (28) Request: /Example-Package_A-0.1.0; RC=200
2021-01-20 11:34:12 (29) Request: /v1/recompile-index; RC=200
2021-01-20 11:34:12 (30) Request: /v1/get-server-path; RC=200
2021-01-20 11:34:13 (31) Request: /Example-Package_A-0.1.0; RC=200
2021-01-20 11:34:13 (32) Request: /Example-Package_A-0.1.0; RC=400
2021-01-20 11:34:13 (33) Request: /v1/recompile-index; RC=200
2021-01-20 11:34:13 (34) Request: /v1/packages/dependencies/example-Zoo-3.0.0; RC=200
2021-01-20 11:34:14 (35) Request: /v1/packages/dependencies/elsewhere-Boo-3.1.2; RC=200
2021-01-20 11:34:14 (36) Request: /v1/packages/dependencies/elsewhere-strange-1.0.0; RC=200
2021-01-20 11:34:14 (37) Request: /v1/packages/best_version/aplteam-APLProcess-0; RC=200
2021-01-20 11:34:14 (38) Request: /v1/packages/best_version/aplteam-APLProcess-0.2; RC=200
2021-01-20 11:34:14 (39) Request: /v1/packages/best_version/aplteam-APLProcess-0.2.11; RC=200
2021-01-20 11:34:15 (40) Request: /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1; RC=200
2021-01-20 11:34:15 (41) Request: v1/packages/details/aplteam-OS-2.0.0; RC=200
2021-01-20 11:34:15 (42) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:15 (43) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:16 (44) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:34:17 (45) Request: /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1; RC=200
2021-01-20 11:34:18 (46) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:18 (47) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:18 (48) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:34:19 (49) Request: /v1/packages/best_version/aplteam-APLProcess-0; RC=200
2021-01-20 11:34:19 (50) Request: /v1/packages/dependencies/aplteam-APLProcess-0.3.0; RC=200
2021-01-20 11:34:19 (51) Request: /aplteam-APLProcess-0.3.0; RC=200
2021-01-20 11:34:20 (52) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:34:20 (53) Request: /v1/packages/dependencies/aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:20 (54) Request: /aplteam-APLProcess-0.2.4; RC=200
2021-01-20 11:34:20 (55) Request: /aplteam-APLTreeUtils-6.0.0; RC=200
2021-01-20 11:34:21 (56) Request: /; RC=200
2021-01-20 11:34:21 (57) Request: /v1/packages; RC=200
2021-01-20 11:34:21 (58) Request: /v1/groups; RC=200
2021-01-20 11:34:21 (59) Request: /v1/packages/versions/aplteam-APLTreeUtils; RC=200
2021-01-20 11:34:21 (60) Request: /v1/packages/details/aplteam-APLTreeUtils; RC=200
2021-01-20 11:34:22 (61) Request: /v1/packages/details/aplteam-APLTreeUtils-6; RC=200
2021-01-20 11:34:22 (62) Request: /Assets/img/tatin.png; RC=200
2021-01-20 11:34:22 (63) Request: /Assets/CSS/MarkAPL_screen.css; RC=200
2021-01-20 11:34:22 (65) Request: /v1/packages/details/aplteam-APLProcess; RC=200
2021-01-20 11:34:22 (66) Request: /v1/packages/details/aplteam-APLProcess-0; RC=200
2021-01-20 11:34:23 (67) Request: /v1/packages/details/aplteam-APLProcess-0.2; RC=200
2021-01-20 11:34:23 (68) Request: /v1/packages/details/aplteam-APLProcess-0.2.9; RC=200
2021-01-20 11:34:23 (69) Request: /v1/packages/details/aplteam-APLProcess-11.12.13; RC=404
2021-01-20 11:34:23 (70) Request: /v1/tags; RC=200
2021-01-20 11:34:23 (71) Request: /v1/packages/major_versions/aplteam-APLProcess; RC=200
2021-01-20 11:34:23 (72) Request: /v1/get-server-path; RC=200
2021-01-20 11:34:23 (73) Request: /Example-Package_A-0.1.0; RC=401
2021-01-20 11:34:24 (74) Request: /v1/recompile-index; RC=200
2021-01-20 11:34:44 (75) Request: /v1/shutdown; RC=200
2021-01-20 11:34:45 (0) *** Log file closed
2021-01-20 11:36:24 *** Log File opened
2021-01-20 11:36:53 *** Log File opened
2021-01-20 11:37:25 (2) Request: /v1/shutdown; RC=200
2021-01-20 11:37:41 (0) *** Log file closed
2021-01-20 11:38:16 (0) Tatin Server is shuttind down
2021-01-20 11:38:19 (0) *** Log file closed
2021-01-20 11:49:15 *** Log File opened
2021-01-20 11:49:37 (2) GET / RC=200
2021-01-20 11:49:37 (3) GET /aplteam-DoesNotExist-1.9.2 RC=404; 
2021-01-20 11:49:38 (4) GET /aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:49:38 (5) GET /does_not_exist RC=404; 
2021-01-20 11:49:38 (6) GET /index.html RC=200
2021-01-20 11:49:38 (7) GET /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:49:38 (8) GET /aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:49:39 (9) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:49:39 (10) GET /aplteam-IniFiles-4.0.0 RC=200
2021-01-20 11:49:39 (11) GET /aplteam-OS-2.0.0 RC=200
2021-01-20 11:49:39 (12) GET /aplteam-Tester2-2.2.2 RC=200
2021-01-20 11:49:40 (13) GET /aplteam-WinSys-4.0.0 RC=200
2021-01-20 11:49:40 (14) GET /v1/packages/*?aggregate=1 RC=200
2021-01-20 11:49:40 (15) GET /v1/packages/versions/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:49:40 (16) GET /v1/packages/versions/aplteam-APLProcess-1.0 RC=200
2021-01-20 11:49:40 (17) GET /v1/tags/ RC=200
2021-01-20 11:49:41 (18) GET /v1/packages/*?aggregate=1 RC=200
2021-01-20 11:49:41 (19) GET /v1/packages/*?tags=winndow&aggregate=1 RC=200
2021-01-20 11:49:41 (20) GET /v1/packages/*?group=aplteam&tags=winndow&aggregate=1 RC=200
2021-01-20 11:49:41 (21) GET /v1/get-server-path RC=200
2021-01-20 11:49:42 (22) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:49:42 (23) GET /v1/recompile-index RC=200
2021-01-20 11:49:42 (24) GET /v1/get-server-path RC=200
2021-01-20 11:49:43 (25) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:49:44 (26) GET /v1/recompile-index RC=200
2021-01-20 11:49:44 (27) GET /v1/get-server-path RC=200
2021-01-20 11:49:44 (28) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:49:45 (29) GET /v1/recompile-index RC=200
2021-01-20 11:49:45 (30) GET /v1/get-server-path RC=200
2021-01-20 11:49:45 (31) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:49:45 (32) PUT /Example-Package_A-0.1.0 RC=400; The package has already been published
2021-01-20 11:49:46 (33) GET /v1/recompile-index RC=200
2021-01-20 11:49:46 (34) GET /v1/packages/dependencies/example-Zoo-3.0.0 RC=200
2021-01-20 11:49:46 (35) GET /v1/packages/dependencies/elsewhere-Boo-3.1.2 RC=200
2021-01-20 11:49:46 (36) GET /v1/packages/dependencies/elsewhere-strange-1.0.0 RC=200
2021-01-20 11:49:46 (37) GET /v1/packages/best_version/aplteam-APLProcess-0 RC=200
2021-01-20 11:49:46 (38) GET /v1/packages/best_version/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:49:47 (39) GET /v1/packages/best_version/aplteam-APLProcess-0.2.11 RC=200
2021-01-20 11:49:47 (40) GET /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1 RC=200
2021-01-20 11:49:47 (41) GET v1/packages/details/aplteam-OS-2.0.0 RC=200
2021-01-20 11:49:48 (42) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:48 (43) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:48 (44) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:49:49 (45) GET /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1 RC=200
2021-01-20 11:49:49 (46) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:49 (47) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:49 (48) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:49:50 (49) GET /v1/packages/best_version/aplteam-APLProcess-0 RC=200
2021-01-20 11:49:50 (50) GET /v1/packages/dependencies/aplteam-APLProcess-0.3.0 RC=200
2021-01-20 11:49:50 (51) GET /aplteam-APLProcess-0.3.0 RC=200
2021-01-20 11:49:50 (52) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:49:51 (53) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:51 (54) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:49:51 (55) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:49:52 (56) GET / RC=200
2021-01-20 11:49:52 (57) GET /v1/packages RC=200
2021-01-20 11:49:52 (58) GET /v1/groups RC=200
2021-01-20 11:49:52 (59) GET /v1/packages/versions/aplteam-APLTreeUtils RC=200
2021-01-20 11:49:52 (60) GET /v1/packages/details/aplteam-APLTreeUtils RC=200
2021-01-20 11:49:52 (61) GET /v1/packages/details/aplteam-APLTreeUtils-6 RC=200
2021-01-20 11:49:53 (62) GET /Assets/img/tatin.png RC=200
2021-01-20 11:49:53 (63) GET /Assets/CSS/MarkAPL_screen.css RC=200
2021-01-20 11:49:53 (64) PATCH /Foo RC=501; Not implemented
2021-01-20 11:49:53 (65) GET /v1/packages/details/aplteam-APLProcess RC=200
2021-01-20 11:49:53 (66) GET /v1/packages/details/aplteam-APLProcess-0 RC=200
2021-01-20 11:49:53 (67) GET /v1/packages/details/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:49:54 (68) GET /v1/packages/details/aplteam-APLProcess-0.2.9 RC=200
2021-01-20 11:49:54 (70) GET /v1/tags RC=200
2021-01-20 11:49:54 (71) GET /v1/packages/major_versions/aplteam-APLProcess RC=200
2021-01-20 11:49:54 (72) GET /v1/get-server-path RC=200
2021-01-20 11:49:54 (73) PUT /Example-Package_A-0.1.0 RC=401; Unauthorized request
2021-01-20 11:49:55 (74) GET /v1/recompile-index RC=200
2021-01-20 11:51:03 (75) GET /v1/shutdown RC=200
2021-01-20 11:51:03 (0) Tatin Server is shutting down
2021-01-20 11:51:03 (0) *** Log file closed
2021-01-20 11:51:39 *** Log File opened
2021-01-20 11:51:47 (2) GET / RC=200
2021-01-20 11:51:47 (3) GET /aplteam-DoesNotExist-1.9.2 RC=404; 
2021-01-20 11:51:47 (4) GET /aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:51:47 (5) GET /does_not_exist RC=404; 
2021-01-20 11:51:47 (6) GET /index.html RC=200
2021-01-20 11:51:47 (7) GET /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:51:48 (8) GET /aplteam-FilesAndDirs-3.2.2 RC=200
2021-01-20 11:51:48 (9) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:51:48 (10) GET /aplteam-IniFiles-4.0.0 RC=200
2021-01-20 11:51:48 (11) GET /aplteam-OS-2.0.0 RC=200
2021-01-20 11:51:49 (12) GET /aplteam-Tester2-2.2.2 RC=200
2021-01-20 11:51:49 (13) GET /aplteam-WinSys-4.0.0 RC=200
2021-01-20 11:51:49 (14) GET /v1/packages/*?aggregate=1 RC=200
2021-01-20 11:51:50 (15) GET /v1/packages/versions/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:51:50 (16) GET /v1/packages/versions/aplteam-APLProcess-1.0 RC=200
2021-01-20 11:51:50 (17) GET /v1/tags/ RC=200
2021-01-20 11:51:50 (18) GET /v1/packages/*?aggregate=1 RC=200
2021-01-20 11:51:50 (19) GET /v1/packages/*?tags=winndow&aggregate=1 RC=200
2021-01-20 11:51:50 (20) GET /v1/packages/*?group=aplteam&tags=winndow&aggregate=1 RC=200
2021-01-20 11:51:51 (21) GET /v1/get-server-path RC=200
2021-01-20 11:51:51 (22) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:51:52 (23) GET /v1/recompile-index RC=200
2021-01-20 11:51:52 (24) GET /v1/get-server-path RC=200
2021-01-20 11:51:52 (25) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:51:53 (26) GET /v1/recompile-index RC=200
2021-01-20 11:51:53 (27) GET /v1/get-server-path RC=200
2021-01-20 11:51:53 (28) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:51:54 (29) GET /v1/recompile-index RC=200
2021-01-20 11:51:54 (30) GET /v1/get-server-path RC=200
2021-01-20 11:51:55 (31) PUT /Example-Package_A-0.1.0 RC=200
2021-01-20 11:51:55 (32) PUT /Example-Package_A-0.1.0 RC=400; The package has already been published
2021-01-20 11:51:55 (33) GET /v1/recompile-index RC=200
2021-01-20 11:51:55 (34) GET /v1/packages/dependencies/example-Zoo-3.0.0 RC=200
2021-01-20 11:51:56 (35) GET /v1/packages/dependencies/elsewhere-Boo-3.1.2 RC=200
2021-01-20 11:51:56 (36) GET /v1/packages/dependencies/elsewhere-strange-1.0.0 RC=200
2021-01-20 11:51:56 (37) GET /v1/packages/best_version/aplteam-APLProcess-0 RC=200
2021-01-20 11:51:56 (38) GET /v1/packages/best_version/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:51:56 (39) GET /v1/packages/best_version/aplteam-APLProcess-0.2.11 RC=200
2021-01-20 11:51:57 (40) GET /v1/packages/aplteam-APLProcess-0.2.12?aggregate=1 RC=200
2021-01-20 11:51:57 (41) GET v1/packages/details/aplteam-OS-2.0.0 RC=200
2021-01-20 11:51:57 (42) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:51:57 (43) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:51:58 (44) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:51:59 (45) GET /v1/packages/aplteam-APLProcess-0.2.4?aggregate=1 RC=200
2021-01-20 11:51:59 (46) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:51:59 (47) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:51:59 (48) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:52:00 (49) GET /v1/packages/best_version/aplteam-APLProcess-0 RC=200
2021-01-20 11:52:00 (50) GET /v1/packages/dependencies/aplteam-APLProcess-0.3.0 RC=200
2021-01-20 11:52:00 (51) GET /aplteam-APLProcess-0.3.0 RC=200
2021-01-20 11:52:01 (52) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:52:01 (53) GET /v1/packages/dependencies/aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:52:01 (54) GET /aplteam-APLProcess-0.2.4 RC=200
2021-01-20 11:52:01 (55) GET /aplteam-APLTreeUtils-6.0.0 RC=200
2021-01-20 11:52:02 (56) GET / RC=200
2021-01-20 11:52:02 (57) GET /v1/packages RC=200
2021-01-20 11:52:02 (58) GET /v1/groups RC=200
2021-01-20 11:52:02 (59) GET /v1/packages/versions/aplteam-APLTreeUtils RC=200
2021-01-20 11:52:02 (60) GET /v1/packages/details/aplteam-APLTreeUtils RC=200
2021-01-20 11:52:03 (61) GET /v1/packages/details/aplteam-APLTreeUtils-6 RC=200
2021-01-20 11:52:03 (62) GET /Assets/img/tatin.png RC=200
2021-01-20 11:52:03 (63) GET /Assets/CSS/MarkAPL_screen.css RC=200
2021-01-20 11:52:03 (64) PATCH /Foo RC=501; Not implemented
2021-01-20 11:52:03 (65) GET /v1/packages/details/aplteam-APLProcess RC=200
2021-01-20 11:52:03 (66) GET /v1/packages/details/aplteam-APLProcess-0 RC=200
2021-01-20 11:52:03 (67) GET /v1/packages/details/aplteam-APLProcess-0.2 RC=200
2021-01-20 11:52:04 (68) GET /v1/packages/details/aplteam-APLProcess-0.2.9 RC=200
2021-01-20 11:52:04 (70) GET /v1/tags RC=200
2021-01-20 11:52:04 (71) GET /v1/packages/major_versions/aplteam-APLProcess RC=200
2021-01-20 11:52:04 (72) GET /v1/get-server-path RC=200
2021-01-20 11:52:04 (73) PUT /Example-Package_A-0.1.0 RC=401; Unauthorized request
2021-01-20 11:52:05 (74) GET /v1/recompile-index RC=200
2021-01-20 11:53:29 (75) GET /v1/shutdown RC=200
2021-01-20 11:53:29 (0) Tatin Server is shutting down
2021-01-20 11:53:29 (0) *** Log file closed
2021-01-20 11:56:08 *** Log File opened
2021-01-20 11:56:14 (1) Number of threads: 2
2021-01-20 12:34:17 *** Log File opened
2021-01-20 12:34:22 (2) Number of threads: 2
2021-01-20 12:34:54 *** Log File opened
2021-01-20 12:35:00 (1) Number of threads: 2
2021-01-20 12:35:58 *** Log File opened
2021-01-20 12:36:04 (1) Number of threads: 2
2021-01-20 12:42:48 (1) INI file processed because it was changed
2021-01-20 12:43:01 (1) Number of threads: 2
2021-01-20 12:43:06 (1) Number of threads: 2
2021-01-20 12:43:11 (1) Number of threads: 2
2021-01-20 12:43:14 (3) GET 200 /
2021-01-20 12:43:14 (4) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-01-20 12:43:14 (5) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-01-20 12:43:14 (6) GET 404 /does_not_exist; 
2021-01-20 12:43:14 (7) GET 200 /index.html
2021-01-20 12:43:15 (8) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-01-20 12:43:15 (9) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-01-20 12:43:15 (10) GET 200 /aplteam-APLTreeUtils-6.0.0
2021-01-20 12:43:15 (11) GET 200 /aplteam-IniFiles-4.0.0
2021-01-20 12:43:16 (12) GET 200 /aplteam-OS-2.0.0
2021-01-20 12:43:16 (13) GET 200 /aplteam-Tester2-2.2.2
2021-01-20 12:43:16 (14) GET 200 /aplteam-WinSys-4.0.0
2021-01-20 12:43:17 (15) GET 200 /v1/packages/*?aggregate=1
2021-01-20 12:43:17 (16) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-01-20 12:43:17 (17) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-01-20 12:43:17 (18) GET 200 /v1/tags/
2021-01-20 12:43:17 (19) GET 200 /v1/packages/*?aggregate=1
2021-01-20 12:43:17 (20) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-01-20 12:43:18 (21) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-01-20 12:43:18 (22) GET 200 /v1/get-server-path
2021-01-20 12:43:19 (23) PUT 200 Example-Package_A-0.1.0
2021-01-20 12:43:19 (24) GET 200 /v1/recompile-index
2021-01-20 12:43:19 (25) GET 200 /v1/get-server-path
2021-01-20 12:43:20 (26) PUT 200 Example-Package_A-0.1.0
2021-01-20 12:43:20 (27) GET 200 /v1/recompile-index
2021-01-20 12:43:20 (28) GET 200 /v1/get-server-path
